
 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
 722950:23174 | 2010 |     5 |  29 |                    21.1 |                       0 |                  15.925 |              50.3125 |              50.3125
 722950:23174 | 2010 |     5 |  28 |                      20 |                       0 |                    15.3 |             50.53333 |             50.53333
 722950:23174 | 2010 |     5 |  27 |                    18.9 |                       0 |                14.97083 |             52.40833 |             52.40833
 722950:23174 | 2010 |     5 |  26 |                    17.8 |                       0 |                14.55833 |              51.7125 |              51.7125
 722950:23174 | 2010 |     5 |  25 |                    18.3 |                       0 |                 13.8875 |             49.99167 |             49.99167
 722950:23174 | 2010 |     5 |  24 |                    17.8 |                       0 |                13.87083 |             49.21667 |             49.21667
 722950:23174 | 2010 |     5 |  23 |                    17.2 |                       0 |                13.67917 |             46.90417 |             46.90417
 722950:23174 | 2010 |     5 |  22 |                    18.9 |                       0 |                15.25417 |             49.07917 |             49.07917
 722950:23174 | 2010 |     5 |  21 |                      20 |                       0 |                16.50417 |                 52.2 |                 52.2
 722950:23174 | 2010 |     5 |  20 |                      20 |                       0 |                15.71667 |              53.0625 |              53.0625
 722950:23174 | 2010 |     5 |  19 |                    17.2 |                       0 |                14.42083 |               53.275 |               53.275
 722950:23174 | 2010 |     5 |  18 |                    17.2 |                       0 |                 13.8875 |              52.4125 |              52.4125
 722950:23174 | 2010 |     5 |  17 |                    16.1 |                       0 |                 13.6125 |             52.27917 |             52.27917
 722950:23174 | 2010 |     5 |  16 |                    18.3 |                       0 |                14.27083 |             52.35417 |             52.35417
 722950:23174 | 2010 |     5 |  15 |                    17.2 |                       0 |                14.48333 |             51.84167 |             51.84167
 722950:23174 | 2010 |     5 |  14 |                    17.8 |                       0 |                14.99583 |             51.68333 |             51.68333
 722950:23174 | 2010 |     5 |  13 |                    20.6 |                       0 |                15.84583 |             51.69583 |             51.69583
 722950:23174 | 2010 |     5 |  12 |                    19.4 |                       0 |                14.46667 |             49.15833 |             49.15833
 722950:23174 | 2010 |     5 |  11 |                    17.8 |                       0 |                14.24167 |             46.99167 |             46.99167
